Weight_kg,Horsepower,Cylinders,Fuel_Type,Road_Type,Age_years,Mileage_km_per_l
1698,50,5,Diesel,Highway,12,18.61
2277,153,4,Petrol,City,1,12
1433,114,6,Petrol,Highway,18,12.07
1791,50,6,Diesel,Highway,17,17.14
1370,174,5,Petrol,City,14,12
2126,109,5,Petrol,City,12,12
1978,74,5,Diesel,City,1,16.16
1848,140,3,Diesel,Highway,19,15.46
2287,187,3,Petrol,Highway,4,12.31
2154,99,4,Diesel,City,5,14.99
745,189,3,Diesel,City,5,15.2
1864,141,6,Petrol,Highway,2,13.36
1492,81,3,Diesel,Highway,11,19.01
943,82,6,Petrol,Highway,3,15.55
2372,249,3,Diesel,Highway,8,14.14
1658,75,3,Diesel,Highway,2,20.78
1301,91,4,Petrol,City,4,12.42
600,227,5,Diesel,Highway,7,16.86
752,110,5,Diesel,Highway,25,15.95
1028,90,5,Petrol,City,19,12
1107,234,4,Diesel,City,19,12
1749,179,6,Diesel,Highway,7,16.17
1090,148,3,Diesel,Highway,8,18.58
2105,147,4,Diesel,Highway,14,15.62
944,247,6,Petrol,City,4,12
2361,80,4,Diesel,Highway,14,16.7
820,200,4,Diesel,Highway,1,18.67
1322,231,6,Diesel,Highway,5,15.83
1648,164,5,Diesel,City,11,13.24
1127,205,3,Diesel,Highway,15,15.73
1805,196,5,Petrol,Highway,20,12
2122,97,4,Diesel,Highway,14,16.71
1440,51,6,Petrol,Highway,24,12.13
2264,188,4,Petrol,City,13,12
1665,221,5,Petrol,Highway,7,12
1080,150,5,Petrol,City,18,12
1529,236,5,Diesel,City,6,12.65
2471,177,3,Petrol,City,20,12
2371,108,5,Diesel,Highway,7,17.12
1471,169,3,Diesel,Highway,9,17.24
2062,87,3,Petrol,Highway,23,12
2025,202,5,Petrol,City,2,12
2169,156,6,Diesel,Highway,8,15.9
944,70,4,Petrol,City,6,12.89
644,91,4,Diesel,City,9,16.61
2269,213,3,Petrol,City,7,12
620,186,3,Diesel,Highway,5,18.89
2257,189,3,Diesel,Highway,24,12.99
1693,59,4,Petrol,City,23,12
2487,236,3,Petrol,City,17,12
1472,182,6,Petrol,City,21,12
647,82,6,Petrol,Highway,7,15.29
2114,118,3,Diesel,City,16,13.16
1150,129,4,Petrol,Highway,23,12
886,240,5,Diesel,Highway,11,15.42
1601,150,4,Diesel,City,14,13.32
1633,78,5,Diesel,Highway,3,19.92
1141,195,5,Diesel,Highway,21,14.38
1355,183,3,Petrol,City,8,12
873,102,6,Petrol,Highway,15,13.35
1555,209,3,Diesel,Highway,25,13.27
1199,173,5,Diesel,Highway,9,17.03
2379,91,3,Petrol,Highway,16,12.22
980,96,5,Petrol,Highway,21,12.59
1952,208,3,Diesel,Highway,18,14.01
1078,239,6,Diesel,Highway,8,15.46
614,233,6,Diesel,City,7,13.41
1115,60,4,Petrol,City,20,12
790,203,5,Petrol,Highway,21,12
1791,204,5,Petrol,Highway,10,12
2144,132,3,Diesel,City,12,13.49
1220,234,4,Petrol,Highway,12,12
1760,158,6,Diesel,Highway,10,16.12
753,76,3,Petrol,Highway,2,16.85
2011,236,4,Diesel,Highway,25,12.01
1832,111,6,Petrol,City,12,12
871,197,3,Diesel,City,6,14.7
742,180,6,Diesel,Highway,25,14.23
2234,193,5,Diesel,City,24,12
2443,152,4,Petrol,Highway,1,12.96
1692,93,6,Petrol,City,9,12
846,142,4,Diesel,Highway,25,15.37
1884,79,3,Diesel,City,20,13.49
1387,217,4,Diesel,Highway,16,14.68
678,168,3,Diesel,Highway,17,16.87
2281,242,4,Diesel,City,20,12
1222,78,3,Diesel,City,6,16.86
2393,79,3,Diesel,Highway,4,18.89
2228,153,3,Diesel,City,9,13.43
1124,159,6,Diesel,City,20,12.37
1371,81,5,Petrol,Highway,8,14.45
1537,187,4,Diesel,City,18,12.1
2244,100,5,Diesel,Highway,12,16.57
1953,185,5,Diesel,City,7,13.04
1812,228,5,Diesel,Highway,8,14.97
1718,85,5,Petrol,Highway,22,12
1216,104,4,Diesel,City,10,15.37
1631,212,4,Diesel,Highway,22,13.44
666,85,5,Diesel,Highway,24,16.83
2119,105,4,Diesel,City,3,15.23
790,85,4,Diesel,Highway,18,18.24
1989,138,3,Petrol,City,9,12
1367,238,4,Diesel,City,24,12
1120,111,6,Diesel,Highway,5,19.24
1589,158,5,Diesel,City,13,13.13
1740,136,4,Petrol,City,5,12
866,202,5,Petrol,Highway,22,12
2234,113,4,Petrol,City,22,12
1084,237,5,Petrol,Highway,2,12.58
2132,106,6,Diesel,City,7,14.12
1921,162,4,Diesel,Highway,3,17.55
1787,119,4,Petrol,City,24,12
975,229,6,Petrol,Highway,9,12
1252,233,4,Diesel,Highway,3,16.72
1891,240,5,Petrol,City,22,12
1148,245,6,Diesel,Highway,24,12.57
1697,69,3,Petrol,Highway,6,15.01
2131,103,5,Petrol,Highway,10,12.8
672,50,4,Petrol,City,3,13.96
907,139,5,Petrol,Highway,20,12.1
798,187,6,Petrol,City,9,12
1753,200,4,Petrol,City,12,12
2381,228,4,Diesel,City,12,12
2447,162,6,Diesel,Highway,16,14.01
1171,201,3,Diesel,City,11,13.48
1390,62,4,Diesel,Highway,12,19.14
2238,206,4,Petrol,City,17,12
2431,235,4,Diesel,City,4,12.07
2455,159,3,Petrol,City,10,12
2110,140,5,Petrol,Highway,17,12
2476,144,3,Petrol,City,8,12
1774,92,5,Diesel,Highway,7,18.51
2292,187,4,Petrol,Highway,23,12
1829,208,5,Petrol,City,18,12
778,123,5,Petrol,City,22,12
796,63,5,Petrol,City,24,12
1334,148,5,Diesel,Highway,24,14.58
688,158,4,Petrol,Highway,21,12.03
1398,211,6,Diesel,Highway,8,15.72
2057,194,3,Petrol,City,2,12
1387,198,5,Diesel,Highway,14,15.25
1347,145,4,Diesel,Highway,16,16.41
1806,244,4,Diesel,Highway,20,12.89
808,107,4,Diesel,Highway,10,19.42
1092,185,4,Diesel,City,18,12.62
1753,145,5,Diesel,City,5,14.39
1264,87,3,Diesel,City,16,14.83
1636,203,4,Petrol,Highway,11,12
2257,113,3,Petrol,Highway,19,12
1470,207,3,Diesel,City,6,13.73
1331,58,3,Diesel,City,7,16.95
1729,170,6,Diesel,Highway,22,13.77
1998,81,4,Petrol,Highway,11,13.4
2205,60,4,Petrol,Highway,18,12.44
2330,211,4,Petrol,City,18,12
1297,154,3,Diesel,Highway,20,15.73
1722,195,4,Diesel,Highway,23,13.51
1193,196,4,Diesel,City,8,13.8
2210,231,3,Petrol,Highway,21,12
1485,131,4,Diesel,Highway,10,17.71
1451,86,5,Diesel,City,17,14
1815,131,6,Diesel,Highway,9,16.85
924,61,5,Petrol,Highway,13,14.58
1578,53,5,Diesel,Highway,8,19.6
2349,92,5,Diesel,City,17,12.77
2450,204,3,Petrol,City,16,12
1555,100,4,Petrol,Highway,25,12
2090,54,5,Petrol,Highway,16,12.78
1493,183,5,Petrol,Highway,21,12
1990,136,4,Diesel,City,8,14.02
1941,155,3,Diesel,Highway,10,16.67
743,105,5,Diesel,City,12,15.39
983,159,4,Petrol,Highway,18,12.16
815,117,4,Petrol,City,23,12
1984,145,6,Petrol,City,9,12
923,93,5,Petrol,Highway,23,12.38
1638,192,5,Diesel,City,25,12
816,139,6,Diesel,Highway,4,19.2
2115,91,4,Petrol,City,5,12
1550,188,4,Diesel,Highway,23,13.87
2170,122,5,Diesel,City,16,12.63
782,60,5,Petrol,City,1,13.73
869,243,6,Diesel,City,18,12
1544,204,5,Diesel,City,18,12
2090,107,5,Diesel,Highway,25,14.2
1469,249,3,Petrol,City,19,12
2235,177,6,Petrol,City,9,12
2142,70,4,Petrol,City,1,12.18
2165,70,5,Petrol,City,3,12
1066,121,4,Diesel,City,2,16.57
904,178,5,Petrol,Highway,2,14.01
1767,151,3,Diesel,Highway,17,15.71
710,235,6,Diesel,Highway,6,16.41
1613,62,6,Petrol,City,5,12.03
831,122,4,Petrol,Highway,21,12.5
2314,55,3,Petrol,Highway,11,13.65
2207,161,4,Petrol,City,9,12
2345,235,3,Diesel,Highway,22,12.3
2355,66,5,Diesel,City,25,12
2215,122,5,Diesel,Highway,4,17.6
2123,61,3,Petrol,Highway,7,14.41
1194,135,5,Petrol,Highway,13,12.9
2177,229,6,Petrol,Highway,16,12
1896,171,3,Petrol,City,20,12
2326,119,3,Diesel,Highway,17,15.58
772,157,4,Petrol,City,20,12
1572,250,3,Diesel,City,2,13.24
1630,101,4,Diesel,Highway,5,19.22
1778,86,3,Diesel,City,18,13.84
2145,166,6,Petrol,City,13,12
1145,52,6,Petrol,City,18,12
1147,57,6,Diesel,City,11,15.76
1117,187,4,Petrol,Highway,14,12.09
1513,96,4,Petrol,City,12,12
814,218,5,Petrol,City,4,12
733,113,4,Diesel,Highway,7,20.03
884,91,4,Diesel,City,13,15.56
1749,92,6,Diesel,City,19,12.99
2062,174,3,Diesel,City,11,12.94
2472,186,4,Diesel,City,7,12.58
1285,63,5,Petrol,Highway,25,12.15
1775,140,3,Petrol,Highway,15,12.25
930,181,4,Diesel,Highway,19,15.57
2161,51,3,Diesel,City,20,13.62
2006,164,3,Diesel,Highway,17,15.08
1738,50,3,Diesel,Highway,23,16.73
1493,124,3,Petrol,City,1,12.22
2105,114,3,Diesel,City,12,13.88
1907,223,4,Petrol,City,19,12
1498,236,3,Diesel,City,25,12
1698,174,3,Petrol,City,5,12
1789,184,5,Petrol,Highway,10,12
1812,115,5,Petrol,City,11,12
677,192,3,Diesel,City,16,13.45
1546,121,4,Diesel,City,18,13.29
2225,165,5,Diesel,Highway,9,15.68
1287,170,5,Diesel,City,22,12
620,96,3,Petrol,Highway,9,15.41
1165,139,4,Diesel,Highway,14,17.22
1807,89,6,Diesel,City,20,12.81
2494,91,4,Diesel,Highway,6,17.76
1845,228,5,Diesel,City,12,12
1426,84,5,Diesel,Highway,23,15.98
1951,90,5,Petrol,City,11,12
778,134,5,Petrol,City,22,12
2411,173,5,Petrol,City,4,12
1735,106,3,Diesel,Highway,24,15.36
2359,87,3,Diesel,Highway,6,18.36
2349,249,3,Petrol,Highway,18,12
1682,145,5,Diesel,Highway,6,17.55
1950,185,3,Petrol,City,1,12
1504,112,5,Petrol,Highway,25,12
2244,136,4,Petrol,Highway,10,12.29
1268,181,6,Petrol,Highway,12,12
790,225,4,Petrol,Highway,7,12.68
1823,101,6,Diesel,Highway,24,14.65
1935,87,3,Diesel,Highway,11,18.11
1307,136,6,Diesel,Highway,20,15.4
1658,54,4,Diesel,Highway,24,16.3
978,169,4,Petrol,Highway,1,14.47
986,119,6,Petrol,City,16,12
2381,162,4,Petrol,City,4,12
836,73,3,Petrol,City,6,13.16
1215,135,4,Diesel,Highway,10,18.04
2142,194,6,Petrol,City,7,12
882,75,3,Petrol,City,12,12.24
600,52,6,Petrol,City,19,12
2354,51,5,Diesel,City,10,14.59
1063,141,5,Petrol,City,2,12
1853,51,3,Petrol,City,9,12
1566,199,3,Petrol,City,1,12
771,120,4,Diesel,Highway,10,19.14
1710,53,6,Diesel,Highway,1,20.51
2176,87,5,Petrol,Highway,2,14.18
1746,152,4,Diesel,City,5,14.47
1442,119,5,Diesel,Highway,17,16.42
1921,250,4,Petrol,Highway,13,12
1289,101,4,Diesel,City,6,16.02
1174,80,5,Diesel,City,24,13.24
2107,203,4,Petrol,City,10,12
764,85,5,Petrol,City,2,13.18
2322,203,3,Diesel,Highway,5,15.79
982,205,6,Petrol,Highway,19,12
808,182,4,Diesel,City,2,15.52
2362,164,5,Petrol,City,22,12
2055,123,5,Diesel,City,1,15.03
2012,67,6,Petrol,Highway,8,13.66
2183,64,6,Diesel,City,15,13.57
823,234,6,Diesel,Highway,6,16.28
602,146,4,Diesel,City,4,16.31
971,54,5,Diesel,Highway,12,19.75
2310,86,4,Diesel,Highway,16,16.26
2069,153,4,Diesel,City,21,12
1210,135,3,Diesel,City,2,16.29
715,199,6,Diesel,City,8,13.88
1893,229,3,Petrol,Highway,22,12
1046,64,3,Diesel,Highway,6,21.34
1991,66,4,Petrol,City,3,12.17
1876,100,4,Petrol,City,1,12.01
1940,94,5,Diesel,Highway,8,17.98
1014,240,3,Petrol,City,12,12
1718,171,6,Petrol,City,7,12
2408,205,3,Petrol,Highway,17,12
1491,236,5,Petrol,Highway,13,12
1647,198,3,Petrol,Highway,24,12
2251,219,3,Petrol,Highway,18,12
1262,246,3,Diesel,Highway,16,14.38
2473,131,5,Diesel,City,8,13.27
1673,194,3,Petrol,Highway,21,12
2125,245,4,Diesel,Highway,24,12
1317,184,3,Petrol,City,12,12
2121,138,4,Petrol,City,6,12
1958,150,3,Petrol,Highway,2,13.69
1702,89,4,Diesel,Highway,7,18.99
2205,217,3,Diesel,Highway,22,12.83
1650,92,6,Diesel,Highway,4,19.02
870,122,4,Petrol,City,25,12
1161,228,6,Diesel,City,20,12
1403,250,4,Diesel,Highway,16,13.9
846,72,3,Petrol,City,17,12
2399,144,5,Diesel,City,3,13.83
2214,209,3,Diesel,Highway,24,12.65
986,208,5,Diesel,City,3,14.32
1301,66,6,Diesel,Highway,14,18.19
1158,161,5,Petrol,City,14,12
1572,152,5,Petrol,Highway,7,13.02
1984,107,5,Petrol,Highway,1,14.2
2489,135,5,Petrol,Highway,15,12
1583,84,6,Petrol,City,14,12
2111,79,5,Petrol,City,4,12
951,241,3,Diesel,City,4,13.9
2324,230,4,Petrol,Highway,25,12
1879,228,4,Petrol,City,11,12
1845,153,3,Diesel,City,1,15.15
1352,214,6,Diesel,Highway,11,15.2
1380,171,3,Petrol,Highway,12,12.57
1624,183,3,Diesel,Highway,15,15.56
1145,83,5,Diesel,City,25,13.05
2069,105,5,Petrol,Highway,24,12
678,74,6,Diesel,Highway,15,18.77
1859,164,6,Diesel,City,22,12
933,62,4,Petrol,City,4,13.31
1488,112,6,Petrol,City,6,12
1972,151,3,Diesel,Highway,22,14.49
1721,243,4,Diesel,Highway,2,15.94
1705,171,4,Petrol,City,23,12
1101,169,5,Petrol,Highway,9,12.96
2100,182,5,Diesel,Highway,8,15.65
2327,60,4,Diesel,City,19,13.22
1364,158,5,Petrol,City,8,12
1520,153,5,Petrol,Highway,20,12
1149,160,5,Petrol,City,10,12
613,221,4,Diesel,Highway,17,15.41
991,118,4,Petrol,City,19,12
1970,151,4,Petrol,City,1,12
909,51,3,Petrol,Highway,21,13.84
985,217,4,Diesel,Highway,15,15.39
1832,86,5,Diesel,Highway,11,17.76
1980,167,4,Diesel,City,25,12
1573,98,3,Petrol,Highway,7,14.46
2224,124,5,Petrol,City,16,12
2191,213,6,Petrol,Highway,3,12
1717,124,4,Petrol,Highway,23,12
1716,250,4,Diesel,Highway,12,14.15
939,247,6,Diesel,Highway,24,12.76
1196,83,5,Petrol,Highway,16,13.36
2068,107,4,Petrol,Highway,20,12
1356,160,3,Petrol,Highway,19,12
1645,214,5,Petrol,Highway,2,12.42
890,145,4,Petrol,City,8,12
2108,109,5,Diesel,City,19,12.47
2407,189,4,Petrol,City,23,12
905,81,6,Diesel,Highway,11,19.11
1233,181,4,Diesel,City,11,13.61
1751,155,5,Petrol,City,2,12
1224,82,4,Diesel,Highway,5,20.44
1538,92,4,Diesel,Highway,5,19.62
1896,161,5,Petrol,City,25,12
1447,156,4,Petrol,City,24,12
1041,58,4,Petrol,City,24,12
1102,228,5,Petrol,City,10,12
729,163,6,Diesel,Highway,2,19.08
1755,174,3,Petrol,Highway,15,12
1196,69,3,Diesel,City,18,14.91
2105,216,3,Diesel,City,12,12
1461,200,3,Diesel,City,10,13.3
2013,90,3,Petrol,City,7,12
1192,93,3,Diesel,Highway,15,18.35
1598,174,5,Diesel,Highway,15,15.33
924,84,5,Petrol,City,12,12
1692,200,5,Diesel,Highway,20,13.75
2283,107,4,Diesel,City,15,13.1
1047,97,6,Petrol,City,3,12.34
2151,107,6,Diesel,City,16,12.72
1418,150,3,Diesel,Highway,19,15.85
2240,106,3,Diesel,Highway,7,17.92
1788,216,5,Petrol,City,17,12
2111,205,6,Diesel,City,4,12.66
2336,113,4,Petrol,Highway,22,12
1308,111,4,Petrol,Highway,15,13.1
2049,132,5,Petrol,City,9,12
2320,162,3,Diesel,City,17,12
2457,161,6,Diesel,City,1,13.49
864,111,4,Diesel,City,2,17.09
2498,143,3,Diesel,Highway,7,16.61
1211,134,6,Petrol,Highway,23,12
1965,75,4,Diesel,Highway,14,17.45
1431,228,3,Diesel,Highway,5,16.5
2349,170,4,Petrol,Highway,4,12.36
1901,99,3,Diesel,Highway,13,17.48
1273,164,3,Petrol,City,10,12
2062,85,3,Petrol,Highway,13,13.15
756,203,6,Petrol,City,22,12
2045,82,5,Petrol,Highway,24,12
850,172,3,Diesel,Highway,12,17.53
1477,149,3,Petrol,Highway,23,12
2232,117,4,Petrol,Highway,18,12
1129,122,4,Diesel,City,11,14.95
926,185,6,Petrol,City,18,12
1560,243,5,Petrol,City,22,12
1494,72,4,Diesel,Highway,12,18.72
696,119,6,Petrol,Highway,1,15.43
1112,104,6,Diesel,Highway,21,16.16
815,220,6,Diesel,City,16,12.16
1755,159,3,Petrol,City,14,12
1883,198,5,Diesel,Highway,1,16.78
724,199,5,Petrol,Highway,7,13.08
1705,58,5,Diesel,City,19,13.84
1906,211,3,Diesel,Highway,25,12.81
2306,236,3,Petrol,City,5,12
658,203,4,Petrol,Highway,17,12
2167,178,4,Diesel,City,10,12.69
760,157,4,Petrol,City,4,12
883,182,6,Petrol,City,24,12
705,218,5,Petrol,City,14,12
1728,240,3,Diesel,City,23,12
2062,199,4,Petrol,Highway,6,12
827,117,6,Diesel,Highway,25,15.45
2323,225,3,Diesel,City,12,12
2205,115,6,Diesel,City,20,12
917,193,6,Petrol,Highway,12,12.1
2087,102,6,Petrol,City,1,12
1401,177,5,Petrol,City,12,12
2222,114,3,Petrol,City,6,12
1473,113,3,Petrol,City,4,12.05
1071,117,6,Petrol,Highway,17,12.56
1679,240,5,Diesel,Highway,10,14.54
1224,111,6,Diesel,Highway,19,16.26
612,130,4,Petrol,Highway,11,14.19
2063,120,3,Diesel,City,1,15.55
1641,163,3,Diesel,Highway,5,17.88
1293,222,5,Diesel,Highway,24,13.09
1572,101,3,Petrol,Highway,14,13.32
712,165,3,Diesel,City,13,14.46
828,174,3,Diesel,City,2,15.92
770,176,5,Diesel,Highway,14,16.63
894,114,6,Petrol,Highway,6,14.5
788,179,3,Diesel,City,6,15.21
1025,226,6,Petrol,City,21,12
1576,71,5,Petrol,Highway,23,12.03
1702,206,6,Petrol,Highway,1,12.44
1257,212,4,Petrol,Highway,20,12
1518,125,3,Diesel,City,11,14.6
1805,201,5,Diesel,Highway,22,13.25
1098,143,5,Diesel,Highway,4,18.93
2421,207,6,Diesel,Highway,6,14.69
1361,219,3,Diesel,Highway,2,17.37
1465,120,5,Diesel,Highway,25,14.78
1425,155,4,Diesel,City,20,12.5
2331,99,6,Diesel,City,5,14.28
2458,151,4,Petrol,City,15,12
670,248,4,Petrol,City,23,12
847,237,6,Diesel,City,8,12.92
745,162,4,Petrol,City,17,12
2241,79,6,Petrol,City,23,12
2398,61,6,Petrol,City,10,12
1919,226,5,Diesel,City,9,12.01
1181,131,5,Petrol,Highway,2,14.63
1069,95,4,Petrol,Highway,11,14.31
2129,220,4,Diesel,City,2,13
792,179,4,Diesel,City,16,13.38
1691,146,4,Diesel,Highway,4,18.16
1093,129,4,Petrol,Highway,17,12.72
2440,103,5,Petrol,Highway,9,12.56
651,84,4,Diesel,City,12,16.2
1481,101,4,Diesel,Highway,5,19.48
962,210,3,Diesel,City,3,14.75
2420,133,6,Diesel,City,6,13.38
1516,121,6,Diesel,Highway,7,17.94
1073,228,5,Petrol,City,4,12
2469,75,6,Diesel,Highway,14,16.12
1120,239,4,Petrol,Highway,14,12
2386,110,6,Diesel,Highway,2,17.68
2054,203,5,Petrol,Highway,21,12
2467,86,6,Petrol,Highway,15,12
1921,207,6,Diesel,Highway,12,14.43
2058,144,3,Petrol,Highway,14,12
2319,60,3,Petrol,Highway,23,12
1290,230,4,Diesel,City,10,12.69
1821,90,6,Petrol,Highway,3,14.23
1751,182,4,Petrol,City,2,12
1131,115,6,Petrol,Highway,2,14.79
2034,190,4,Diesel,City,11,12.48
1439,240,4,Diesel,Highway,12,14.75
1688,202,6,Petrol,City,15,12
2317,221,3,Petrol,City,12,12
840,191,5,Diesel,City,11,13.66
1992,118,4,Diesel,City,20,12.49
1135,108,5,Petrol,Highway,20,12.38
2007,233,6,Petrol,City,14,12
2054,229,4,Petrol,City,5,12
682,115,6,Diesel,Highway,19,16.94
1581,117,4,Petrol,City,17,12
2454,61,3,Petrol,Highway,15,12.76
2320,117,4,Petrol,Highway,20,12
1550,220,4,Diesel,City,17,12
2451,122,4,Petrol,Highway,12,12.01
1210,55,6,Petrol,Highway,8,14.92
1173,64,3,Petrol,Highway,15,14.31
885,91,6,Diesel,City,21,13.7
1588,80,5,Petrol,City,2,12.34
2157,230,3,Petrol,City,21,12
1058,55,4,Diesel,City,21,14.58
1835,82,4,Petrol,City,17,12
725,206,4,Diesel,Highway,21,14.88
2036,70,5,Diesel,Highway,24,15.19
2122,173,5,Diesel,City,10,12.64
1024,231,4,Diesel,City,18,12
1153,233,4,Diesel,Highway,24,13.22
1209,143,5,Diesel,Highway,24,14.84
2166,198,6,Petrol,Highway,12,12
1781,149,3,Diesel,City,1,15.33
711,104,3,Petrol,Highway,4,15.96
1001,235,5,Diesel,City,5,13.42
2382,113,5,Petrol,City,24,12
721,135,6,Petrol,Highway,3,14.75
872,223,4,Diesel,Highway,1,17.93
1917,71,5,Petrol,City,7,12
997,109,6,Petrol,City,20,12
1070,153,5,Diesel,Highway,12,17.15
1584,188,4,Petrol,Highway,21,12
1830,96,5,Petrol,City,6,12
1733,208,4,Diesel,Highway,20,13.74
2063,126,6,Petrol,City,17,12
1901,67,3,Petrol,Highway,11,13.98
2191,71,6,Diesel,Highway,8,17.81
1168,233,3,Petrol,City,11,12
2105,194,6,Petrol,Highway,13,12
2426,87,3,Diesel,Highway,9,17.66
1737,74,6,Petrol,City,19,12
1496,81,4,Diesel,City,20,13.74
1419,192,3,Diesel,Highway,5,17.47
1452,62,3,Petrol,City,10,12.11
2100,235,4,Petrol,Highway,13,12
1309,227,4,Diesel,City,25,12
920,60,3,Diesel,City,5,17.9
778,62,3,Diesel,City,23,14.65
1496,146,3,Diesel,Highway,3,18.96
818,227,5,Petrol,Highway,17,12
1388,150,6,Diesel,Highway,22,14.62
2151,87,4,Petrol,City,10,12
1091,50,4,Petrol,City,17,12
660,88,6,Petrol,Highway,6,15.31
1677,76,4,Petrol,Highway,24,12
2303,85,4,Petrol,City,14,12
1137,209,3,Petrol,Highway,9,12.54
1447,218,4,Petrol,Highway,24,12
1587,192,5,Petrol,Highway,5,12.52
664,80,5,Diesel,City,23,14.02
2235,176,3,Petrol,Highway,22,12
1185,55,3,Petrol,City,25,12
2327,138,4,Petrol,Highway,20,12
770,229,3,Diesel,Highway,8,16.9
1896,199,3,Petrol,City,25,12
2322,80,6,Petrol,City,16,12
1134,149,3,Petrol,City,7,12
2014,122,5,Petrol,Highway,23,12
1292,95,4,Diesel,Highway,2,20.6
1950,244,3,Diesel,Highway,9,14.68
707,146,6,Petrol,Highway,21,12
2470,220,4,Petrol,Highway,10,12
1785,50,4,Diesel,Highway,19,17.26
1413,221,4,Diesel,City,4,13.58
1604,106,6,Diesel,City,13,13.88
1051,58,5,Diesel,Highway,2,21.74
1829,54,6,Diesel,City,19,13.54
1189,128,6,Diesel,City,6,15.1
1639,163,4,Petrol,Highway,16,12
926,58,6,Petrol,City,15,12
1207,222,4,Diesel,Highway,14,15.15
1258,73,3,Diesel,City,13,15.65
601,219,3,Diesel,Highway,17,15.71
1633,199,6,Petrol,City,18,12
1033,152,5,Diesel,City,20,12.79
724,109,4,Petrol,Highway,1,16.09
1704,135,6,Petrol,Highway,22,12
1084,214,6,Diesel,City,4,13.71
1251,165,5,Diesel,Highway,16,15.84
2461,216,4,Petrol,City,18,12
1773,133,6,Petrol,Highway,10,12.51
1399,139,5,Petrol,City,20,12
1472,138,4,Diesel,City,8,14.66
1963,230,3,Diesel,Highway,6,15.5
728,169,5,Diesel,Highway,17,16.27
1037,205,6,Petrol,City,5,12
1350,192,3,Diesel,Highway,22,14.43
1100,237,4,Diesel,City,4,13.61
1681,237,5,Diesel,Highway,4,15.58
1821,55,3,Petrol,Highway,19,13.01
810,101,3,Diesel,Highway,22,17.22
1501,189,6,Diesel,Highway,9,15.94
644,68,3,Diesel,City,13,16.61
1720,124,6,Diesel,Highway,7,17.54
1902,179,4,Diesel,City,25,12
1134,104,6,Petrol,City,22,12
2033,64,5,Petrol,City,18,12
1060,241,3,Petrol,Highway,22,12
990,149,4,Petrol,City,23,12
2470,118,6,Petrol,City,18,12
1667,192,6,Diesel,Highway,17,14.26
626,92,6,Petrol,Highway,22,12.68
1393,66,4,Petrol,City,8,12.19
1720,147,4,Diesel,Highway,11,16.76
1574,165,5,Petrol,City,6,12
1147,201,4,Petrol,City,8,12
1220,123,6,Petrol,City,22,12
1166,165,4,Petrol,City,22,12
1303,79,6,Diesel,Highway,8,19.13
1842,116,5,Diesel,City,19,12.67
784,100,5,Petrol,Highway,15,13.7
1692,109,6,Petrol,Highway,19,12
2452,52,4,Diesel,City,6,15.31
1753,153,4,Petrol,City,4,12
2190,54,3,Diesel,City,23,13.03
2232,77,5,Diesel,Highway,7,18.07
1447,157,5,Petrol,Highway,25,12
1198,188,6,Petrol,Highway,2,13.25
1405,249,3,Petrol,City,2,12
2254,150,4,Petrol,City,22,12
2343,249,6,Petrol,City,14,12
1957,125,4,Petrol,Highway,9,12.97
1777,64,4,Petrol,Highway,7,14.61
2170,132,4,Petrol,City,22,12
678,97,3,Petrol,City,5,13.06
1178,176,5,Petrol,Highway,24,12
2478,95,5,Diesel,City,12,13.32
1012,77,4,Petrol,City,18,12
1145,56,3,Petrol,City,19,12
2232,248,4,Diesel,Highway,16,12.91
768,143,4,Diesel,Highway,12,18.13
1280,131,6,Petrol,City,6,12
2286,137,3,Diesel,Highway,1,18.2
1182,183,3,Petrol,Highway,12,12.57
1114,235,5,Diesel,City,24,12
1937,117,5,Diesel,City,11,13.78
631,104,4,Diesel,City,11,15.98
886,244,6,Petrol,City,9,12
1193,226,6,Diesel,City,2,13.6
1666,167,6,Diesel,Highway,25,13.37
1216,228,4,Diesel,Highway,21,13.77
1624,236,5,Diesel,Highway,8,15.04
2196,183,3,Diesel,Highway,1,17.18
869,157,4,Diesel,Highway,1,19.82
1803,100,6,Petrol,City,12,12
2359,87,6,Petrol,City,4,12
1117,188,4,Petrol,City,1,12
1726,229,6,Diesel,City,12,12
1633,142,3,Diesel,Highway,14,16.69
1182,69,4,Diesel,City,1,17.75
1713,59,3,Petrol,City,12,12
825,75,5,Diesel,City,5,17.17
1269,97,6,Diesel,City,2,16.3
2363,140,6,Diesel,City,4,13.6
1516,163,5,Diesel,Highway,24,14.03
725,63,5,Diesel,City,11,16.47
1555,149,5,Diesel,Highway,22,14.65
1832,236,6,Petrol,Highway,18,12
1720,61,5,Petrol,City,19,12
673,165,4,Petrol,Highway,18,12.37
2250,172,5,Diesel,Highway,20,13.61
1814,72,4,Petrol,City,15,12
2305,134,4,Diesel,Highway,21,14.34
2442,121,3,Diesel,Highway,15,15.74
2339,216,4,Petrol,City,9,12
655,171,4,Diesel,City,23,12.56
1319,186,5,Petrol,City,8,12
1152,144,6,Petrol,Highway,23,12
631,74,5,Petrol,Highway,10,15.2
2150,66,3,Diesel,Highway,8,18.84
1173,219,3,Diesel,Highway,11,16.04
1266,78,6,Diesel,City,21,13.48
883,237,4,Petrol,City,19,12
2344,116,3,Petrol,Highway,12,12.42
2455,134,6,Petrol,Highway,7,12.1
2117,106,5,Diesel,Highway,1,18.72
